e4619a4d7fa4e44a800078661540d443	y	几年来签无数框架，又有那个能实施并创造效益?
f2f6f265617adf53792fac043423342b	y	公告已出，继续停牌，我们都被玩了
e33b77bd5b8f8c7d593b5c6f25f8fcfa	y	下午出在了最高点 舒服
078530c47f5540587d69fcdac9035950	y	下一个王的女人
00bff3b9bc90e881b44228107f619bc8	y	60的说句话
90a07040617e82ed824f49b2b6036ed9	y	刚发就没了，跌成这样还不让说话
77c31db100da670f4460b76028d042eb	y	依然收整！完美…牛
52631fe0385727936aa8fbd3f6923a8a	y	你兄弟敢上你了，加油阿
67d42ebdddb1f2696ca0a56fb275d37c	y	什么东北股出利好，跌他妈那么凶，明天不知道这样
c6856feaa6faecc8697c54a9986ded59	y	之前市值百亿，真是个笑话
4536c5afa2225d1b647fb040b3dbccda	y	主力尾盘偷袭
5f1fbcacef9e44b148a2764617d2cdfc	y	不让说话了，说明股市没戏了
3ee95557069dddeee2186c155101802b	y	上周五42卖了，这个星期差不多天天涨停，把我气的
e7b5216e8c3c2fcab0adbfffe39d0696	y	16号以后开盘，莫急，等着数钱！
67f1626cfcead2768c39c8cdb40f6205	y	出货，，，，，，
0ecefab3050376560093b44f6656f325	y	关键看明天了，大阳就持有，跌破7块就赶紧走人
e58ad20457eb29f91760d6786a55578b	y	停牌？又改名啊！以前卖盒饭改成高铁，这回呢
bcde03e0e19e8309da5784c88b5059df	y	任何利好，你都无动于衷
47d2a79669b49f16c019caf7b8ad3ee6	y	今天是没戏了！
b4ca4babfa59f92fe5e066632fe69a61	y	今天出点真英明
32c5831d8bd1846ebc9ba9e4961e42df	y	今天为什么跌？因为李大嘴巴出来了。
dbea90caea8757a129065034246c79db	y	了解格林美的还是太少，格林美特长就是利好出货
11fbc01c490ec84e59fce0918b53c7b7	y	举报举报举报草
a7329e1ed4748993f042012f3a19c474	y	中珠控股昨天巨单封跌停，全天基本没什么买单，今天第三个跌停板打开了，山河明天也开板？
cde6493c0f40ddced8f802224a272000	y	gdfgfdg
44c70e49384388c2135ac3b2f9b565ba	y	A股明天怎么办
c2d43acda610caffda6b1601de4ea462	y	公告看起来都很不错，按时复牌一倍应该没有多大问题
ae7df093eb8974d0eeb852d6a8ddd8f0	y	亏这么多？
9bcf22c32098649fd6ee901c2b15137b	y	买桂东，大涨已不再可能，大跌也不太会，涨5－7个点，大跌也就这个幅度。长线布局还是可以的，一年下来投个10万可以赚5000
f7aae8f62f3f8b6edb29fd20709724c3	y	主力真狠，不惜重金往下打压，后市必有大动作
ab58be3ea2db181ee5f5a7112b91c746	y	业绩预告？
68b6692a4ab41880369d36de37ce49ce	y	不知道这牛股还能涨吗，求解
cf12856ae2313850d69bc15fbe7603bd	y	不到十以下绝不买你！
b7ccd0865bbea31e5df9480ff678e7c7	y	不上车明天上不了了
9ef47f3ab7b2d09bbfc11bd0bf9b54e8	y	你看那个超跌股没有俩涨停
f9f2e64d471f7625431d690aab38083c	y	从33跌到12，还要跌吗？60%跌复不多！明天应涨停！
85541bd974a3621e05645688010cf3ed	y	买了这货！浪费了一大波好行情
55e13429b09bb6934576f476419e8d7f	y	为什么不跌停呢？为什么？
d81d42040c70c084fd8b2144a98a8ec5	y	三季度报显示这股快倒闭了
432748fa54046931d158397f6d4a02af	y	what？
95a79857a661f2cf24d9142d87d7c290	y	fdFSFDSFSFDS
ddc9c81bf183bf56288433af9272000f	y	158大家不要怕
591274b23268f0ae8182cc395027b37b	y	全球跌，a股涨根本不可能，明天买互盘股，银行，证券，明天大盘大概2%左右
54b803e3115d221256f38231e77d20f4	y	你们有买到的吗
0d8dfcb698daa85b5ea1d212ead4f0ad	y	低开是必须的了
2c61999822e492f4872f415948e3fa9d	y	今天果断买入被套！
738b4b5fc80c1cc95591fc095d104f15	y	今天不是阿里巴巴开会吗？怎么不涨
e8c1c98f2f4ffe094e659a512cf49bd7	y	业绩同比下降，明天低开低走
fb8d0c0a739bd1dd0c40580e28e5e39e	y	不要买也不要卖
f42d19c5ee86e705b24d35ad1f5498cf	y	15年的年中报怎么没有
0c721defa0ed05806896bfd47fd631e0	y	刚进就弄个大利空，又跳进另一个坑了
3a3299100af548c690fc38c21f800570	y	再删帖，我们就换软件炒股
7544eea59086730fc5502e0473dab6c0	y	停牌有没有最新进展？
f46acacd2fecfdacc0981bb94a685cfe	y	今天追高了，不知明天会怎样
a2d8c552234e53976645ed94b16fdac9	y	今天可以抄底了
77d2f5f6d3a42983c6820a9e93bb1e3d	y	交流突破口
cdf06b579cdbf57001a789a43bd78f74	y	为什么要删评论啊！
39e192fe0de4a637336026a006f002d6	y	两天白搞，
ab54ad88d78a78b5cc3e66191c6cbcc8	y	不就是为了拖延时间 大盘上4000点 重组肯定失败复牌
2e905930b224251a3cc28e6d9ccd2bfc	y	下功局势强的一笔
de08582e7da00600764016053637a640	y	上方有压力啊！
4d19ae05a2effa9fc8dc9e9fd400d7cf	y	一分都不涨
c859ab4e8a5682621c5fd5aefbc2218b	y	其实这两天百分之二十涨上来了，小散户们开始进场捡钱了，主力乘机开始逃了。都是小散贪心惹的祸
fa78cb400f7e5dcb2c8499ace2610bf1	y	停的人心烦啊！满仓呢！^O^
2cee23d596152185218aa88675777a26	y	你奶奶逼的业绩又下降了、这股又要完蛋了 操
16f01dd8f45cc7ce306c55f7acf08319	y	买了海尔，连看股票的心情都没了
ae1148ee5e1fd8c40d38baf4af99eda8	y	不抛弃不放弃……哪怕你跌到一毛……
0c05a8afc36c7190470ba6d607b0dbec	y	一天白忙活，涨几分钱！总体还是涨！
022645d43a74704f051f09c9052b47ee	y	Cnm，王晓初绿毛龟，一天不戴绿帽憋的慌！
f9b5da5626913c5e75c03dd01adbb6bc	y	5.8的坎还真是过不去了，5.89的阻力更大
5d17b62d08895314e69f65567624026e	y	2分钟发力
ccd2423c872fa45a5e3eabb9868d4764	y	25.8破了就惨了
2dbffa96d49f85f28b72b23213bed22e	y	估计重组不了，他们在上演狼来了续集。
5deab3c71ce619039f12b9a802211fe0	y	今天龙虎榜
2c9390c2344036e5e8c9a96b819c8457	y	什么垃圾股，一个月都不动一下，明天再这样割了你垃圾
0f7950033610cd85c138d41f75068c6c	y	业绩预增百分之90一120，停牌前利好，坚定持有至上市。删此贴者命短！
57b49d36b9d3a58e513fc351ef908674	y	30本，还没走，有伙伴吗？
d8298c2a50c16222a55eddf2971f78e2	y	公告停牌了
606c72d6a186ce4543967de667214439	y	价升放量这是在为借壳成功做准备！
07b150ed1b8c4e4dcd284b6fc7416fde	y	以后看美股炒股就行了。
de6f803f9a0004d2c33f96051d5f8b98	y	今天进了不少资金，明天高开
55fadb861c3f5bafb84134872872a7c9	y	什么情况？删贴
2ecc0ee9466c5aa770a02827ec632af4	y	中报增40倍，季报只有增16倍，没什么花头啊
acd0be328973ea9d63a56769cbbb7640	y	今天被坑了
1ffa26c84fda8d9053872ed137b22686	y	今天小试牛刀，明天真枪实弹
d3ab90cb74a7e9bdfe11a6fdcb027890	y	今儿上午追高的，我是不是要死了
